sample_uid,batch_id,candidate_id,label_graph_training_admitted,label_raw_pex_available,label_physical_closure_failed_no_raw_pex,admission_status,action_norm_00,action_norm_01,action_norm_02,action_norm_03,action_norm_04,action_norm_05,action_norm_06,action_norm_07,action_norm_08,action_norm_09,action_norm_10,action_norm_11,action_norm_12,action_norm_13,action_norm_14,action_norm_15,action_norm_16,action_norm_17,action_norm_18,action_norm_19,action_norm_20,action_norm_21,action_norm_22,action_norm_23,action_norm_24,action_norm_25,action_norm_26,bias_current_sum,mos_aspect_times_m_sum,mos_device_count,mos_gate_area_proxy_sum,mos_l_all_count,mos_l_all_max,mos_l_all_mean,mos_l_all_min,mos_l_all_sum,mos_m_all_count,mos_m_all_max,mos_m_all_mean,mos_m_all_min,mos_m_all_sum,mos_w_all_count,mos_w_all_max,mos_w_all_mean,mos_w_all_min,mos_w_all_sum,mos_width_times_m_sum,nmos_l_count,nmos_l_max,nmos_l_mean,nmos_l_min,nmos_l_sum,nmos_m_count,nmos_m_max,nmos_m_mean,nmos_m_min,nmos_m_sum,nmos_w_count,nmos_w_max,nmos_w_mean,nmos_w_min,nmos_w_sum,pmos_l_count,pmos_l_max,pmos_l_mean,pmos_l_min,pmos_l_sum,pmos_m_count,pmos_m_max,pmos_m_mean,pmos_m_min,pmos_m_sum,pmos_to_nmos_m_ratio,pmos_w_count,pmos_w_max,pmos_w_mean,pmos_w_min,pmos_w_sum,record__m12_m,requested_cap_sum,selection_bucket__boundary_m12_388_397,selection_bucket__diagnostic_neighborhood_m12_335_365,selection_bucket__l6_neighborhood_m12_330_390,selection_bucket__none,sizing__capacitor_0,sizing__capacitor_1,sizing__current_0_bias,sizing__mosfet_0_8_l_biascm_pmos,sizing__mosfet_0_8_m_biascm_pmos,sizing__mosfet_0_8_w_biascm_pmos,sizing__mosfet_10_1_l_gm4_pmos,sizing__mosfet_10_1_m_gm4_pmos,sizing__mosfet_10_1_w_gm4_pmos,sizing__mosfet_11_1_l_gm2_pmos,sizing__mosfet_11_1_m_gm2_pmos,sizing__mosfet_11_1_w_gm2_pmos,sizing__mosfet_12_1_l_gmf2_pmos,sizing__mosfet_12_1_m_gmf2_pmos,sizing__mosfet_12_1_w_gmf2_pmos,sizing__mosfet_18_7_l_biascm_nmos,sizing__mosfet_18_7_m_biascm_nmos,sizing__mosfet_18_7_w_biascm_nmos,sizing__mosfet_23_2_l_load2_nmos,sizing__mosfet_23_2_m_load2_nmos,sizing__mosfet_23_2_w_load2_nmos,sizing__mosfet_25_1_l_gm3_nmos,sizing__mosfet_25_1_m_gm3_nmos,sizing__mosfet_25_1_w_gm3_nmos,sizing__mosfet_8_2_l_gm1_pmos,sizing__mosfet_8_2_m_gm1_pmos,sizing__mosfet_8_2_w_gm1_pmos
grpo_admission_20260822_batch_v2/grpo_leung_dfcfc2_0010,grpo_admission_20260822_batch_v2,grpo_leung_dfcfc2_0010,0,0,1,physical_closure_failed,0.2092716097831726,-0.9695392847061157,-1.0,1.0,-1.0,0.26085764169692993,1.0,0.9723999500274658,-0.3515772819519043,-0.4042680859565735,0.02537485957145691,0.5636380314826965,-0.49758318066596985,1.0,0.48577457666397095,1.0,-0.941548228263855,0.08519035577774048,0.01776503026485443,1.0,1.0,-1.0,-1.0,-0.8282362222671509,1.0,1.0,-1.0,30.0,1485.9181632653062,8.0,8607.830000000002,8.0,5.0,2.4875000000000003,0.5,19.900000000000002,8.0,397.0,71.125,1.0,569.0,8.0,10.0,6.025,0.5,48.2,2323.7000000000003,3.0,5.0,2.033333333333333,0.5,6.1,3.0,50.0,27.666666666666668,5.0,83.0,3.0,10.0,5.266666666666667,0.5,15.8,5.0,5.0,2.7600000000000002,0.5,13.8,5.0,397.0,97.2,1.0,486.0,5.855421686746988,5.0,10.0,6.4799999999999995,2.9000000000000004,32.4,397.0,31.0,0.0,0.0,0.0,1.0,30.0,1.0,30.0,0.6,1.0,6.2,4.9,17.0,10.0,2.8000000000000003,39.0,3.3000000000000003,5.0,397.0,2.9000000000000004,0.6,28.0,10.0,5.0,50.0,5.300000000000001,0.5,5.0,0.5,0.5,32.0,10.0
grpo_admission_20260822_batch_v2/grpo_leung_dfcfc2_0011,grpo_admission_20260822_batch_v2,grpo_leung_dfcfc2_0011,1,1,0,admitted_raw_pex_graph,0.03133773058652878,-0.2859550714492798,0.5132666230201721,0.40771567821502686,-1.0,0.776207685470581,-0.5234239101409912,0.5787818431854248,0.22394633293151855,-0.4729195237159729,-1.0,-0.08772705495357513,0.02315846085548401,0.3429599404335022,0.18629786372184753,1.0,0.31973931193351746,-1.0,-0.23899728059768677,-0.873306155204773,0.5781934261322021,-1.0,-1.0,-0.9018719792366028,0.16800963878631592,-0.5624995827674866,0.8821918964385986,17.936139762402,1635.6850174216029,8.0,7519.550000000001,8.0,4.1,1.9375,0.5,15.5,8.0,337.0,64.75,1.0,518.0,8.0,10.0,4.8,0.5,38.4,2680.3,3.0,3.5,1.5999999999999999,0.5,4.8,3.0,40.0,14.666666666666666,1.0,44.0,3.0,10.0,4.866666666666666,0.5,14.6,5.0,4.1,2.1399999999999997,0.5,10.7,5.0,337.0,94.8,23.0,474.0,10.772727272727273,5.0,7.2,4.76,2.8000000000000003,23.8,337.0,35.0,0.0,0.0,0.0,1.0,7.0,28.0,17.936139762402,2.1,38.0,5.4,4.1,31.0,2.8000000000000003,0.5,23.0,3.0,3.5,337.0,5.4,3.5,1.0,10.0,0.8,40.0,4.1,0.5,3.0,0.5,0.5,45.0,7.2
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0000,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0000,0,1,0,raw_pex_available_not_l6,-0.8336938619613647,-0.2993756830692291,-0.4297204911708832,-1.0,0.3825526237487793,-0.7186487913131714,-1.0,-1.0,-0.015008896589279175,1.0,0.6008610725402832,-0.8290942907333374,0.21143564581871033,-1.0,0.15696445107460022,-0.41972270607948303,-1.0,-0.39525505900382996,0.6508643627166748,-0.8347568511962891,1.0,-0.8052366971969604,-0.9210127592086792,-0.11579500138759613,0.5054230690002441,0.19089357554912567,-0.31066110730171204,22.828634500504,4830.903058459157,8.0,1731.6900000000003,8.0,4.1,1.6125,0.5,12.9,8.0,331.0,59.125,5.0,473.0,8.0,10.0,3.95,0.5,31.6,2671.3,3.0,0.9,0.7000000000000001,0.5,2.1,3.0,50.0,29.666666666666668,16.0,89.0,3.0,8.3,4.333333333333333,1.4,13.0,5.0,4.1,2.16,0.5,10.8,5.0,331.0,76.8,5.0,384.0,4.314606741573034,5.0,10.0,3.72,0.5,18.6,331.0,29.0,0.0,0.0,1.0,0.0,18.0,11.0,22.828634500504,2.1,15.0,1.3,0.5,25.0,0.5,4.1,5.0,10.0,0.5,331.0,6.300000000000001,0.5,16.0,3.3000000000000003,0.9,50.0,8.3,0.7,23.0,1.4,3.6,8.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0001,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0001,0,0,1,physical_closure_failed,0.7198556065559387,-0.9927999377250671,0.8712882399559021,-0.07149799168109894,-1.0,-1.0,0.35720711946487427,-0.9480862021446228,-0.8145541548728943,-0.5979036092758179,0.5725233554840088,1.0,0.9610797166824341,1.0,0.1782853603363037,0.8754034042358398,-0.7397696375846863,-1.0,1.0,-1.0,-1.0,-1.0,0.5630649924278259,-0.05092468857765198,-1.0,-0.33500802516937256,0.2227538377046585,1.0,1616.7054545454546,8.0,17239.08,8.0,5.0,2.025,0.5,16.2,8.0,336.0,58.25,1.0,466.0,8.0,10.0,6.575,0.5,52.6,3899.4000000000005,3.0,4.0,1.8666666666666665,0.5,5.6,3.0,24.0,8.666666666666666,1.0,26.0,3.0,10.0,6.633333333333333,0.5,19.9,5.0,5.0,2.12,0.5,10.6,5.0,336.0,88.0,1.0,440.0,16.923076923076923,5.0,9.8,6.540000000000001,2.4000000000000004,32.7,336.0,30.0,0.0,1.0,0.0,0.0,11.0,19.0,1.0,0.5,47.0,8.700000000000001,0.6,6.0,6.9,4.0,50.0,2.4000000000000004,5.0,336.0,9.8,1.1,1.0,9.4,0.5,1.0,10.0,4.0,24.0,0.5,0.5,1.0,4.9
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0002,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0002,1,1,0,admitted_raw_pex_graph,0.006332993507385254,-1.0,0.7016090154647827,0.6444432735443115,0.02665954828262329,-1.0,0.3655663728713989,-0.6468626260757446,0.03979825973510742,1.0,0.8980125188827515,-0.2272855043411255,-1.0,0.04344749450683594,0.19322451949119568,0.9882652163505554,0.24668605625629425,-1.0,0.08278036117553711,-0.5676468014717102,0.3442923426628113,0.16999346017837524,0.1586751937866211,-0.3606688976287842,-0.3433193564414978,0.7192929983139038,-0.26999521255493164,10.521869331598,864.3516129032258,8.0,2448.13,8.0,4.8,2.5125,0.5,20.1,8.0,339.0,60.125,1.0,481.0,8.0,10.0,6.5875,0.5,52.7,1091.7,3.0,3.3000000000000003,2.6333333333333333,1.5,7.9,3.0,34.0,17.333333333333332,1.0,52.0,3.0,9.9,7.2,5.6000000000000005,21.6,5.0,4.8,2.4400000000000004,0.5,12.200000000000001,5.0,339.0,85.8,1.0,429.0,8.25,5.0,10.0,6.220000000000001,0.5,31.1,339.0,38.0,0.0,1.0,0.0,0.0,26.0,12.0,10.521869331598,0.5,43.0,5.300000000000001,1.3,26.0,7.0,4.8,20.0,10.0,2.8000000000000003,339.0,0.5,3.3000000000000003,1.0,9.9,1.5,34.0,5.6000000000000005,3.1,17.0,6.1000000000000005,2.8000000000000003,1.0,8.3
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0003,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0003,0,0,1,physical_closure_failed,-1.0,-0.6732442378997803,0.44522160291671753,-0.4546472430229187,0.5805583596229553,-0.8320956230163574,0.25595182180404663,-0.4487321972846985,-1.0,-0.3036452531814575,-1.0,-0.036446914076805115,0.6829330325126648,-0.02647516131401062,0.2783468961715698,-0.48649412393569946,0.26211246848106384,-1.0,-1.0,0.49581149220466614,0.9302328824996948,-0.41298019886016846,-0.5256247520446777,0.19157272577285767,-0.16684368252754211,-0.7650715112686157,1.0,13.080766603351,1402.2523919900175,8.0,8575.47,8.0,4.1,2.375,0.5,19.0,8.0,356.0,62.75,1.0,502.0,8.0,8.5,3.6375,0.5,29.1,3286.9,3.0,3.9000000000000004,2.9333333333333336,1.6,8.8,3.0,48.0,26.333333333333332,1.0,79.0,3.0,3.3000000000000003,2.233333333333334,0.5,6.700000000000001,5.0,4.1,2.04,0.5,10.2,5.0,356.0,84.6,1.0,423.0,5.3544303797468356,5.0,8.5,4.4799999999999995,0.5,22.4,356.0,34.0,0.0,1.0,0.0,0.0,4.0,30.0,13.080766603351,1.2000000000000002,36.0,0.5,1.7000000000000002,1.0,6.5,0.5,25.0,3.8000000000000003,2.7,356.0,8.5,3.3000000000000003,1.0,2.9000000000000004,3.9000000000000004,48.0,0.5,1.6,30.0,3.3000000000000003,4.1,5.0,3.1
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0004,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0004,0,1,0,raw_pex_available_not_l6,1.0,-0.1732533872127533,1.0,-0.7534124851226807,1.0,-0.38281992077827454,-0.3141278028488159,-0.0816948413848877,-0.623296856880188,-0.6560200452804565,0.9570566415786743,-0.39178141951560974,-0.37895846366882324,0.036386944353580475,0.31467100977897644,-0.06224402040243149,-0.16359519958496094,-1.0,0.2855898141860962,1.0,0.06607531011104584,-1.0,-0.10361626744270325,1.0,0.45602676272392273,-1.0,0.9226387143135071,22.112388059497,723.7549084249085,8.0,6020.700000000001,8.0,5.0,3.45,2.4000000000000004,27.6,8.0,363.0,66.625,1.0,533.0,8.0,10.0,4.1375,0.5,33.1,2041.2000000000003,3.0,5.0,3.3000000000000003,2.4000000000000004,9.9,3.0,50.0,26.0,1.0,78.0,3.0,6.6000000000000005,4.033333333333334,0.5,12.100000000000001,5.0,5.0,3.5400000000000005,2.4000000000000004,17.700000000000003,5.0,363.0,91.0,10.0,455.0,5.833333333333333,5.0,10.0,4.2,1.7000000000000002,21.0,363.0,30.0,0.0,1.0,0.0,0.0,1.0,29.0,22.112388059497,2.4000000000000004,50.0,10.0,2.6,10.0,3.8000000000000003,4.9,16.0,2.1,2.8000000000000003,363.0,3.4000000000000004,2.4000000000000004,1.0,5.0,5.0,27.0,6.6000000000000005,2.5,50.0,0.5,5.0,16.0,1.7000000000000002
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0005,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0005,1,1,0,admitted_raw_pex_graph,-0.3186216950416565,1.0,-0.1764644831418991,-1.0,-1.0,-0.16557647287845612,-0.07942071557044983,-0.38814613223075867,0.2001771777868271,-1.0,0.6433930993080139,1.0,-0.7847135663032532,0.24331043660640717,0.37644028663635254,-1.0,-0.683262050151825,-0.648837685585022,0.3009644150733948,1.0,0.7439311742782593,-0.6280303001403809,-1.0,1.0,0.5520552396774292,0.7731745839118958,0.08014607429504395,23.504800975323,583.4420141262246,8.0,4171.8,8.0,5.0,2.7,0.5,21.6,8.0,375.0,75.125,10.0,601.0,8.0,6.7,2.575,0.5,20.6,1237.5,3.0,5.0,2.2333333333333334,0.5,6.7,3.0,50.0,34.666666666666664,10.0,104.0,3.0,6.7,3.1666666666666665,0.5,9.5,5.0,5.0,2.98,0.5,14.9,5.0,375.0,99.4,21.0,497.0,4.778846153846154,5.0,4.9,2.22,0.5,11.100000000000001,375.0,44.0,0.0,0.0,1.0,0.0,27.0,17.0,23.504800975323,5.0,21.0,3.7,1.9000000000000001,30.0,4.9,4.2,50.0,0.5,3.3000000000000003,375.0,1.5,1.2000000000000002,10.0,0.5,5.0,44.0,6.7,0.5,50.0,2.3,0.5,21.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0006,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0006,0,0,1,physical_closure_failed,0.16179384291172028,0.474967360496521,1.0,-1.0,-1.0,0.10231605172157288,-0.10904502123594284,0.3185243010520935,1.0,0.7721701860427856,0.9081672430038452,1.0,-1.0,0.7794361114501953,0.39922988414764404,-0.8333346843719482,0.7688888907432556,-0.8368452787399292,1.0,-0.2433565855026245,-0.6680602431297302,-1.0,-1.0,-0.05550655722618103,-0.462394654750824,-0.3475693464279175,1.0,8.795277506113,375.3743164730007,8.0,5193.75,8.0,4.8,3.0375,0.5,24.3,8.0,380.0,74.5,5.0,596.0,8.0,10.0,4.05,0.5,32.4,1292.5,3.0,4.5,2.4,0.5,7.2,3.0,24.0,12.666666666666666,5.0,38.0,3.0,10.0,3.9333333333333336,0.5,11.8,5.0,4.8,3.4200000000000004,0.5,17.1,5.0,380.0,111.6,28.0,558.0,14.68421052631579,5.0,8.9,4.12,0.5,20.6,380.0,40.0,0.0,0.0,1.0,0.0,10.0,30.0,8.795277506113,3.8000000000000003,50.0,6.0,3.5,50.0,4.7,4.8,50.0,8.9,4.5,380.0,0.5,4.5,5.0,1.3,2.2,9.0,10.0,0.5,24.0,0.5,0.5,28.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0007,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0007,0,0,1,physical_closure_failed,-0.4048687815666199,0.13794979453086853,-0.6023555397987366,1.0,1.0,0.838088870048523,-1.0,-1.0,-0.30182498693466187,1.0,0.6000497937202454,-0.29213303327560425,-0.0006026923656463623,-1.0,0.45070305466651917,-0.06425994634628296,-1.0,-0.7621239423751831,-0.8462448120117188,-0.372141033411026,1.0,-0.6123166084289551,0.18781375885009766,-0.4926418364048004,-1.0,0.49913904070854187,1.0,1.0,4331.134813812167,8.0,4395.860000000001,8.0,5.0,2.35,0.5,18.8,8.0,390.0,69.125,7.0,553.0,8.0,10.0,4.675,0.5,37.4,2837.5000000000005,3.0,3.2,1.866666666666667,0.5,5.6000000000000005,3.0,50.0,23.333333333333332,7.0,70.0,3.0,4.9,2.8000000000000003,1.2000000000000002,8.4,5.0,5.0,2.6399999999999997,0.5,13.2,5.0,390.0,96.6,11.0,483.0,6.9,5.0,10.0,5.8,0.5,29.0,390.0,53.0,1.0,0.0,0.0,0.0,23.0,30.0,1.0,3.1,11.0,3.3000000000000003,0.5,18.0,0.5,4.1,18.0,10.0,0.5,390.0,5.2,0.5,7.0,4.9,1.9000000000000001,50.0,1.2000000000000002,3.2,13.0,2.3,5.0,46.0,10.0
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0008,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0008,0,0,1,physical_closure_failed,-1.0,-0.06248989701271057,-0.07313776016235352,-1.0,0.13598614931106567,-0.9800729751586914,1.0,-1.0,0.06407678127288818,-1.0,1.0,-0.8619235157966614,0.45997199416160583,-1.0,0.449991911649704,-1.0,-1.0,-0.3387386202812195,1.0,-0.3785925805568695,0.5929023027420044,1.0,1.0,0.3229154348373413,1.0,1.0,0.9376139640808105,30.0,6610.702990727438,8.0,4035.0,8.0,5.0,2.3875,0.5,19.1,8.0,390.0,67.0,1.0,536.0,8.0,10.0,4.925,0.5,39.4,3909.0,3.0,5.0,2.466666666666667,0.5,7.4,3.0,40.0,30.0,17.0,90.0,3.0,10.0,6.833333333333333,0.5,20.5,5.0,5.0,2.34,0.5,11.7,5.0,390.0,89.2,1.0,446.0,4.955555555555556,5.0,10.0,3.78,0.5,18.9,390.0,59.0,1.0,0.0,0.0,0.0,30.0,29.0,30.0,2.6,24.0,0.5,0.5,27.0,10.0,5.0,4.0,0.5,0.5,390.0,7.4,0.5,17.0,0.5,1.9000000000000001,40.0,10.0,5.0,33.0,10.0,3.1,1.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0009,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0009,0,0,1,physical_closure_failed,1.0,1.0,0.3638489246368408,-0.8612474203109741,0.10181134939193726,-0.3662934899330139,-0.14239078760147095,0.3899185061454773,-0.0866972804069519,-0.2896597385406494,0.5872323513031006,0.4572802782058716,0.6199380159378052,-0.10895904898643494,0.4512609541416168,-0.5771584510803223,-0.46223950386047363,-1.0,1.0,1.0,1.0,0.3582773208618164,-0.29226288199424744,-1.0,-0.4751010239124298,-0.9133352637290955,-0.5621882677078247,8.61103515327,1523.3879324087357,8.0,13247.660000000002,8.0,5.0,3.375,1.7000000000000002,27.0,8.0,390.0,69.125,1.0,553.0,8.0,10.0,5.925,1.2000000000000002,47.4,4317.999999999999,3.0,5.0,2.9333333333333336,1.7000000000000002,8.8,3.0,50.0,17.333333333333332,1.0,52.0,3.0,10.0,6.5,2.5,19.5,5.0,5.0,3.6399999999999997,2.5,18.2,5.0,390.0,100.2,17.0,501.0,9.634615384615385,5.0,10.0,5.58,1.2000000000000002,27.9,390.0,9.0,1.0,0.0,0.0,0.0,2.0,7.0,8.61103515327,5.0,34.0,10.0,3.6,23.0,4.6000000000000005,4.1,37.0,3.9000000000000004,2.5,390.0,8.2,1.7000000000000002,1.0,2.5,5.0,50.0,10.0,2.1,1.0,7.0,3.0,17.0,1.2000000000000002
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0010,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0010,1,1,0,admitted_raw_pex_graph,-0.21216124296188354,-0.6055042743682861,0.45743101835250854,-1.0,-0.03319179266691208,1.0,-0.9433211088180542,0.07499082386493683,-0.4021947681903839,-0.8188278675079346,0.25899773836135864,-1.0,-0.03676135838031769,-0.36573678255081177,0.4589674770832062,-0.322322279214859,-1.0,-1.0,0.18286916613578796,-0.24062380194664001,-1.0,-0.9655624628067017,-0.29346778988838196,-0.4963451623916626,-1.0,1.0,-1.0,1.0,1191.8138817088,8.0,4159.660000000001,8.0,3.3000000000000003,2.125,0.5,17.0,8.0,392.0,63.875,1.0,511.0,8.0,6.1000000000000005,2.8125,0.5,22.5,2212.7,3.0,2.2,1.6000000000000003,0.5,4.800000000000001,3.0,13.0,5.0,1.0,15.0,3.0,6.1000000000000005,3.5,0.7,10.5,5.0,3.3000000000000003,2.4400000000000004,1.4,12.200000000000001,5.0,392.0,99.2,1.0,496.0,33.06666666666667,5.0,5.1000000000000005,2.4,0.5,12.0,392.0,31.0,1.0,0.0,0.0,0.0,30.0,1.0,1.0,1.4,37.0,4.2,2.9000000000000004,16.0,0.8,3.3000000000000003,1.0,1.4,1.9000000000000001,392.0,5.1000000000000005,0.5,1.0,3.7,2.2,1.0,6.1000000000000005,2.1,13.0,0.7,2.7,50.0,0.5
grpo_admission_20260822_batch_v3_controlled/grpo_leung_dfcfc2_0011,grpo_admission_20260822_batch_v3_controlled,grpo_leung_dfcfc2_0011,1,1,0,admitted_raw_pex_graph,1.0,0.6223533749580383,-1.0,-0.6001714468002319,1.0,-1.0,0.05847939848899841,-1.0,-0.7792767286300659,-1.0,0.931672990322113,-0.18375349044799805,-1.0,-1.0,0.4716019928455353,1.0,-1.0,-0.09199213981628418,-1.0,-0.41125988960266113,0.06199759244918823,1.0,0.41143959760665894,1.0,-0.1078236848115921,0.6459294557571411,1.0,13.936556570232,1067.6835875160875,8.0,2208.7,8.0,5.0,2.625,0.5,21.0,8.0,394.0,65.375,1.0,523.0,8.0,10.0,4.925,0.5,39.4,996.4,3.0,3.7,2.0,0.5,6.0,3.0,50.0,33.333333333333336,23.0,100.0,3.0,10.0,6.833333333333333,0.5,20.5,5.0,5.0,3.0,0.5,15.0,5.0,394.0,84.6,1.0,423.0,4.23,5.0,10.0,3.78,0.5,18.9,394.0,55.0,1.0,0.0,0.0,0.0,25.0,30.0,13.936556570232,4.2,1.0,10.0,0.5,6.0,5.5,4.8,21.0,0.5,0.5,394.0,0.5,0.5,23.0,10.0,1.8,27.0,0.5,3.7,50.0,10.0,5.0,1.0,2.4000000000000004
